,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
1298,K2-318,Transit,89.38,,15h29m47.13s,-17d33m26.2s,3851.0,0.56,0.55
1299,K2-319,Transit,89.45,,11h07m12.25s,+03d02m24.1s,5440.0,0.95,0.9
1300,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84
1301,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84
1302,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84
1303,K2-32,Transit,,,16h49m42.26s,-19d32m34.2s,,0.86,0.84
1304,K2-320,Transit,87.84,,10h53m00.52s,+05d18m23.9s,3157.0,0.12,0.3
1305,K2-321,Transit,88.94,,10h25m37.27s,+02d30m51.7s,3855.0,0.6,0.58
1306,K2-322,Transit,88.15,,10h26m29.46s,+04d45m50.5s,4141.0,0.63,0.6
1307,K2-323,Transit,89.88,,10h37m41.04s,+06d17m09.4s,3710.0,0.48,0.55
1308,K2-324,Transit,88.33,,10h30m29.35s,+06d51m49.3s,3752.0,0.52,0.51
1309,K2-325,Transit,89.37,,23h35m40.06s,-07d41m11.6s,3287.0,0.27,0.3
1310,K2-326,Transit,85.63,,23h26m26.92s,+01d20m15.2s,3924.0,0.51,0.69
1311,K2-33,Transit,89.1,,16h10m14.74s,-19d19m09.4s,3540.0,0.56,1.05
1312,K2-34,Transit,,,08h30m18.91s,+22d14m09.3s,6071.0,1.15,1.44
1313,K2-35,Transit,88.58,,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62
1314,K2-35,Transit,88.98,,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62
1315,K2-36,Transit,84.45,7.2,11h17m47.78s,+03d51m59.0s,4916.0,0.79,0.72
1316,K2-36,Transit,86.917,1.3,11h17m47.78s,+03d51m59.0s,4916.0,0.79,0.72
1317,K2-37,Transit,87.28,,16h13m48.24s,-24d47m13.4s,5413.0,0.9,0.85
1318,K2-37,Transit,87.37,,16h13m48.24s,-24d47m13.4s,5413.0,0.9,0.85
1319,K2-37,Transit,88.34,,16h13m48.24s,-24d47m13.4s,5413.0,0.9,0.85
1320,K2-38,Transit,87.28,,16h00m08.06s,-23d11m21.4s,5757.0,2.24,1.38
1321,K2-38,Transit,88.61,3.6,16h00m08.06s,-23d11m21.4s,5757.0,2.24,1.38
1322,K2-39,Transit,80.39,,22h33m28.41s,-09d01m22.0s,4881.0,0.66,2.97
1323,K2-4,Transit,89.54,,11h38m58.95s,-03d54m20.1s,4014.73,0.64,0.57
1324,K2-42,Transit,,,11h46m39.77s,-05d10m18.9s,4613.0,0.7,0.64
1325,K2-43,Transit,89.6,,11h16m28.11s,-03d58m31.6s,3840.6,0.57,0.54
1326,K2-43,Transit,89.26,,11h16m28.11s,-03d58m31.6s,3840.6,0.57,0.54
1327,K2-44,Transit,,,11h36m02.79s,-02d31m15.2s,5912.0,1.15,1.58
1328,K2-45,Transit,,,11h18m31.89s,-01d46m26.9s,4103.0,0.5,0.45
1329,K2-46,Transit,,,11h37m03.92s,-00d54m26.1s,6256.0,0.96,1.29
1330,K2-47,Transit,,,11h14m19.82s,+02d46m50.6s,5054.0,0.75,0.76
1331,K2-48,Transit,,,11h44m29.65s,+03d16m20.7s,4899.0,0.77,0.73
1332,K2-49,Transit,,,11h49m16.85s,+03d28m32.0s,4175.0,0.51,0.45
1333,K2-5,Transit,87.35,,11h17m12.84s,-01d52m40.7s,3930.0,0.61,0.57
1334,K2-5,Transit,86.95,,11h17m12.84s,-01d52m40.7s,3930.0,0.61,0.57
1335,K2-50,Transit,,,11h17m56.07s,+05d59m18.2s,,0.61,
1336,K2-52,Transit,86.46,,16h26m26.74s,-24d58m11.8s,7147.0,1.69,2.19
1337,K2-53,Transit,89.32,,16h16m34.04s,-20d24m01.9s,5263.0,0.85,0.81
1338,K2-54,Transit,,,22h32m13.01s,-17d32m38.4s,3798.0,0.42,0.38
1339,K2-55,Transit,,,22h15m00.46s,-17d15m02.5s,4456.0,0.7,0.63
1340,K2-57,Transit,,,22h50m46.01s,-14d04m11.6s,4434.0,0.68,0.62
1341,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86
1342,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86
1343,K2-58,Transit,,,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86
1344,K2-59,Transit,,,22h35m46.16s,-14d01m39.9s,5055.0,0.77,0.73
1345,K2-59,Transit,,,22h35m46.16s,-14d01m39.9s,5055.0,0.77,0.73
1346,K2-6,Transit,,,11h52m46.14s,-01d11m54.5s,5850.0,0.97,0.96
1347,K2-60,Transit,88.49,1.7,22h34m25.48s,-13d43m54.1s,5500.0,0.97,1.12
1348,K2-61,Transit,,,22h38m41.94s,-13d33m36.1s,6293.0,1.21,1.36
1349,K2-62,Transit,,,22h17m27.40s,-12d11m15.0s,4880.0,0.77,0.73
1350,K2-62,Transit,,,22h17m27.40s,-12d11m15.0s,4880.0,0.77,0.73
1351,K2-63,Transit,,,22h13m42.40s,-12d03m58.9s,6771.0,1.4,1.63
1352,K2-63,Transit,,,22h13m42.40s,-12d03m58.9s,6771.0,1.4,1.63
1353,K2-64,Transit,,,22h09m39.27s,-11d25m43.5s,5312.0,0.74,0.73
1354,K2-65,Transit,,,22h12m50.82s,-10d55m31.4s,5213.0,0.87,0.84
1355,K2-66,Transit,86.6,7.8,22h06m06.41s,-10d42m41.6s,5887.0,1.11,1.67
1356,K2-68,Transit,,,22h16m04.75s,-10d34m02.3s,4746.0,0.73,0.68
1357,K2-69,Transit,,,22h23m02.29s,-10d29m18.9s,4127.0,0.55,0.49
1358,K2-7,Transit,,,11h08m22.50s,-01d03m56.7s,5772.0,0.97,0.96
1359,K2-70,Transit,,,22h33m54.19s,-10d05m05.8s,5622.0,0.94,0.93
1360,K2-71,Transit,,,22h46m53.86s,-09d52m53.8s,4006.0,0.48,0.43
1361,K2-72,Transit,89.15,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33
1362,K2-72,Transit,89.54,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33
1363,K2-72,Transit,89.26,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33
1364,K2-72,Transit,89.68,,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33
1365,K2-73,Transit,,,22h20m06.12s,-09d03m21.9s,5922.0,1.05,1.06
1366,K2-74,Transit,,,22h39m40.64s,-08d42m52.2s,6060.0,0.96,0.98
1367,K2-75,Transit,,,22h35m22.76s,-07d28m11.5s,5995.0,1.16,1.56
1368,K2-75,Transit,,,22h35m22.76s,-07d28m11.5s,5995.0,1.16,1.56
1369,K2-77,Transit,88.7,,03h40m54.82s,+12d34m21.4s,4970.0,0.8,0.76
1370,K2-79,Transit,,,03h41m01.42s,+13d31m09.7s,5926.0,1.06,1.28
1371,K2-8,Transit,86.42,,11h19m10.48s,-00d17m03.8s,4870.0,0.78,0.74
1372,K2-8,Transit,86.7,,11h19m10.48s,-00d17m03.8s,4870.0,0.78,0.74
1373,K2-80,Transit,,,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87
1374,K2-80,Transit,,,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87
1375,K2-80,Transit,89.397,,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87
1376,K2-81,Transit,89.29,,03h49m56.52s,+14d30m07.9s,4674.13,0.75,0.63
1377,K2-83,Transit,,,03h59m36.37s,+15d33m32.0s,3910.0,0.48,0.42
1378,K2-83,Transit,,,03h59m36.37s,+15d33m32.0s,3910.0,0.48,0.42
1379,K2-84,Transit,,,03h43m14.23s,+16d38m04.4s,5652.0,0.95,0.93
1380,K2-84,Transit,,,03h43m14.23s,+16d38m04.4s,5652.0,0.95,0.93
1381,K2-85,Transit,,,03h57m51.45s,+18d27m54.9s,4268.0,0.57,0.51
1382,K2-86,Transit,,,03h26m12.67s,+18d38m08.2s,5482.0,0.79,0.76
1383,K2-87,Transit,87.74,,04h24m56.69s,+18d49m38.7s,5747.0,1.16,1.4
1384,K2-88,Transit,,,03h39m00.38s,+19d07m12.6s,3537.0,0.26,0.26
1385,K2-89,Transit,,,03h48m16.01s,+20d27m34.7s,3691.0,0.35,0.32
1386,K2-9,Transit,87.983,,11h45m03.47s,+00d00m19.1s,3390.0,0.3,0.31
1387,K2-90,Transit,89.24,,03h56m36.58s,+22d28m21.5s,4484.0,0.63,0.62
1388,K2-90,Transit,86.94,,03h56m36.58s,+22d28m21.5s,4484.0,0.63,0.62
1389,K2-91,Transit,,,04h12m52.34s,+24d12m18.4s,3622.0,0.29,0.28
1390,K2-95,Transit,,,08h37m27.06s,+18d58m36.1s,3548.0,0.44,0.42
1391,K2-97,Transit,,,08h31m03.08s,+10d50m51.3s,4717.0,1.2,4.47
1392,K2-98,Transit,,,08h25m57.19s,+11d30m40.1s,6172.0,1.2,1.57
1393,K2-99,Transit,,,13h55m05.70s,-05d26m32.9s,6217.0,1.63,2.63
1394,kap And,Imaging,,,23h40m24.51s,+44d20m02.2s,10900.0,2.6,
1395,kap CrB,Radial Velocity,,,15h51m13.93s,+35d39m26.6s,4871.0,1.5,4.85
1396,Kapteyn,Radial Velocity,,,05h11m40.58s,-45d01m06.3s,3550.0,0.28,0.29
1397,KELT-1,Transit,87.8,24.7,00h01m26.91s,+39d23m01.7s,6518.0,1.32,1.46
1398,KELT-10,Transit,88.61,0.308,18h58m11.61s,-47d00m11.7s,5948.0,1.11,1.21
1399,KELT-11,Transit,85.3,,10h46m49.74s,-09d23m56.5s,5375.0,1.44,2.69
1400,KELT-12,Transit,84.47,0.209,17h50m33.72s,+36d34m12.8s,6279.0,1.59,2.37
1401,KELT-14,Transit,78.3,0.322,07h13m12.36s,-42d24m35.1s,5720.0,1.24,1.52
1402,KELT-15,Transit,88.3,,07h49m39.61s,-52d07m13.6s,6003.0,2.06,1.78
1403,KELT-16,Transit,84.4,1.2,20h57m04.44s,+31d39m39.7s,6236.0,1.21,1.36
1404,KELT-17,Transit,84.87,0.46,08h22m28.21s,+13d44m07.1s,7454.0,1.64,1.65
1405,KELT-18,Transit,88.86,0.377,14h26m05.76s,+59d26m39.4s,6670.0,1.52,1.91
1406,KELT-19 A,Transit,85.41,0.744,07h26m02.28s,+07d36m56.9s,7500.0,1.62,1.83
1407,KELT-2 A,Transit,88.6,,06h10m39.35s,+30d57m25.7s,6327.0,1.54,1.93
1408,KELT-20,Transit,86.12,0.806,19h38m38.74s,+31d13m09.2s,8720.0,1.76,1.56
1409,KELT-21,Transit,86.46,1.24,20h19m12.01s,+32d34m51.7s,7598.0,1.46,1.64
1410,KELT-23 A,Transit,85.37,0.503,15h28m35.1926s,+66d21m31.544s,5899.0,0.94,1.0
1411,KELT-24,Transit,89.17,3.13,10h47m38.35s,+71d39m21.2s,6509.0,1.46,1.51
1412,KELT-3,Transit,84.14,,09h54m34.40s,+40d23m17.0s,6304.0,1.96,1.7
1413,KELT-4 A,Transit,83.16,0.228,10h28m15.01s,+25d34m23.5s,6206.0,1.2,1.6
1414,KELT-6,Transit,88.81,,13h03m55.65s,+30d38m24.2s,6102.0,1.42,1.73
1415,KELT-6,Radial Velocity,,,13h03m55.65s,+30d38m24.2s,6102.0,1.42,1.73
1416,KELT-7,Transit,83.76,,05h13m10.93s,+33d19m05.4s,6768.0,1.76,1.81
1417,KELT-8,Transit,82.65,,18h53m13.32s,+24d07m38.6s,5754.0,0.81,1.46
1418,KELT-9,Transit,86.79,0.53,20h31m26.35s,+39d56m19.8s,10170.0,2.52,2.36
1419,Kepler-10,Transit,85.1,8.0,19h02m43.05s,+50d14m28.7s,5708.0,0.91,1.06
1420,Kepler-10,Transit,,3.14,19h02m43.05s,+50d14m28.7s,5708.0,0.91,1.06
1421,Kepler-100,Transit,,14.25,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49
1422,Kepler-100,Transit,,,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49
1423,Kepler-100,Transit,,,19h25m32.63s,+41d59m25.0s,5825.0,1.08,1.49
1424,Kepler-1000,Transit,,,19h06m44.53s,+47d05m53.6s,6453.0,1.4,1.51
1425,Kepler-1001,Transit,,,19h05m05.73s,+48d37m07.3s,5491.0,0.9,0.88
1426,Kepler-1001,Transit,,,19h05m05.73s,+48d37m07.3s,5491.0,0.9,0.88
1427,Kepler-1002,Transit,,,19h32m19.08s,+43d04m25.4s,6144.0,1.22,1.57
1428,Kepler-1003,Transit,,,19h28m04.91s,+44d52m34.4s,6109.0,1.11,1.17
1429,Kepler-1004,Transit,,,19h49m26.23s,+49d47m51.2s,4972.0,1.11,3.39
1430,Kepler-1005,Transit,,,19h05m08.64s,+43d19m13.7s,5782.0,1.0,1.06
1431,Kepler-1006,Transit,,,19h43m00.99s,+42d32m14.9s,5328.0,0.78,0.74
1432,Kepler-1007,Transit,,,19h43m37.57s,+45d48m32.8s,4587.0,0.73,0.7
1433,Kepler-1008,Transit,,,19h46m11.41s,+44d56m31.0s,5066.0,0.81,0.78
1434,Kepler-1009,Transit,,,18h51m26.38s,+42d39m56.8s,4027.0,0.59,0.57
1435,Kepler-101,Transit,85.82,1.45,18h53m01.32s,+48d21m18.8s,5667.0,1.17,1.56
1436,Kepler-101,Transit,84.6,10.5,18h53m01.32s,+48d21m18.8s,5667.0,1.17,1.56
1437,Kepler-1010,Transit,,,19h16m46.23s,+44d08m57.6s,5253.0,0.86,0.82
1438,Kepler-1011,Transit,,,19h49m36.37s,+46d49m26.4s,5416.0,0.91,0.88
1439,Kepler-1012,Transit,,,19h17m11.10s,+46d27m28.6s,5556.0,0.95,0.91
1440,Kepler-1013,Transit,,,19h20m59.54s,+44d26m06.9s,4954.0,0.81,0.76
1441,Kepler-1014,Transit,,,19h00m29.29s,+44d06m38.2s,5388.0,0.88,0.84
1442,Kepler-1015,Transit,,,19h31m01.76s,+43d25m36.9s,6769.0,1.49,1.81
1443,Kepler-1016,Transit,,,19h38m27.27s,+45d59m04.6s,5821.0,0.99,1.0
1444,Kepler-1016,Transit,,,19h38m27.27s,+45d59m04.6s,5821.0,0.99,1.0
1445,Kepler-1017,Transit,,,18h53m52.65s,+40d07m57.4s,5473.0,0.93,0.87
1446,Kepler-1018,Transit,,,18h54m23.21s,+45d24m28.4s,5518.0,0.91,0.88
1447,Kepler-1019,Transit,,,18h54m52.21s,+47d12m16.0s,4433.0,0.7,0.67
1448,Kepler-102,Transit,,,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1449,Kepler-102,Transit,,,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1450,Kepler-102,Transit,,13.27,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1451,Kepler-102,Transit,,4.68,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1452,Kepler-102,Transit,,,18h45m55.86s,+47d12m28.9s,4909.0,0.81,0.76
1453,Kepler-1020,Transit,,,19h30m41.41s,+46d22m38.7s,5227.0,0.87,0.8
1454,Kepler-1021,Transit,,,19h40m49.18s,+42d33m34.9s,5431.0,0.89,0.86
1455,Kepler-1022,Transit,,,19h17m24.48s,+46d58m25.4s,4445.0,0.71,0.68
1456,Kepler-1023,Transit,,,19h16m07.14s,+49d46m10.9s,5494.0,0.93,0.89
1457,Kepler-1024,Transit,,,19h27m48.24s,+38d15m06.1s,5143.0,0.81,0.78
1458,Kepler-1025,Transit,,,18h58m02.45s,+43d57m42.0s,6089.0,1.09,1.13
1459,Kepler-1026,Transit,,,18h54m25.26s,+39d59m52.7s,4948.0,0.79,0.75
1460,Kepler-1027,Transit,,,19h10m17.08s,+42d48m50.1s,5436.0,0.91,0.82
1461,Kepler-1028,Transit,,,19h18m22.34s,+49d46m52.2s,5522.0,0.9,0.87
1462,Kepler-1029,Transit,,,19h28m31.91s,+41d32m51.1s,5030.0,0.82,0.77
1463,Kepler-103,Transit,,1.38,19h15m56.29s,+40d03m52.3s,5845.0,1.09,1.44
1464,Kepler-103,Transit,,1.47,19h15m56.29s,+40d03m52.3s,5845.0,1.09,1.44
1465,Kepler-1030,Transit,,,19h34m43.66s,+45d49m03.2s,4983.0,0.8,0.76
1466,Kepler-1031,Transit,,,19h44m21.54s,+48d57m19.4s,6011.0,1.09,1.12
1467,Kepler-1032,Transit,,,19h19m43.41s,+40d05m51.9s,4647.0,0.77,0.71
1468,Kepler-1033,Transit,,,18h55m22.83s,+44d36m32.7s,5547.0,0.94,0.92
1469,Kepler-1034,Transit,,,19h04m27.69s,+37d58m01.2s,5198.0,0.83,0.8
1470,Kepler-1035,Transit,,,19h16m10.13s,+42d52m57.0s,5763.0,0.98,0.97
1471,Kepler-1036,Transit,,,19h40m43.59s,+49d56m44.8s,5533.0,0.95,0.89
1472,Kepler-1037,Transit,,,19h45m21.85s,+47d10m15.1s,5105.0,0.82,0.78
1473,Kepler-1038,Transit,,,19h55m53.32s,+44d07m56.6s,5335.0,0.87,0.83
1474,Kepler-1039,Transit,,,19h53m18.38s,+45d18m55.9s,4870.0,0.79,0.74
1475,Kepler-104,Transit,,,19h10m25.11s,+42d10m00.4s,5711.0,,1.35
1476,Kepler-104,Transit,,,19h10m25.11s,+42d10m00.4s,5711.0,,1.35
1477,Kepler-104,Transit,,,19h10m25.11s,+42d10m00.4s,5711.0,,1.35
1478,Kepler-1040,Transit,,,18h52m27.31s,+48d07m53.0s,5694.0,0.98,0.96
1479,Kepler-1041,Transit,,,19h35m31.62s,+49d40m59.4s,5957.0,1.06,1.08
1480,Kepler-1042,Transit,,,19h14m40.54s,+39d49m26.4s,4815.0,0.75,0.72
1481,Kepler-1043,Transit,,,18h46m39.12s,+47d34m06.9s,5629.0,0.92,0.9
1482,Kepler-1044,Transit,,,19h32m34.67s,+46d39m58.5s,5985.0,1.08,1.11
1483,Kepler-1045,Transit,,,18h56m43.99s,+45d04m26.8s,5301.0,0.86,0.82
1484,Kepler-1046,Transit,,,19h47m01.38s,+46d59m53.8s,5913.0,1.04,1.04
1485,Kepler-1047,Transit,,,19h14m35.10s,+50d47m20.3s,5754.0,1.08,1.13
1486,Kepler-1047,Transit,,,19h14m35.10s,+50d47m20.3s,5754.0,1.08,1.13
1487,Kepler-1048,Transit,,,18h47m35.60s,+42d09m56.8s,4651.0,0.75,0.7
1488,Kepler-1049,Transit,,,19h09m23.22s,+47d46m22.6s,3864.0,0.51,0.49
1489,Kepler-105,Transit,85.94,,19h11m32.96s,+46d16m34.5s,5827.0,0.96,0.89
1490,Kepler-105,Transit,,11.2,19h11m32.96s,+46d16m34.5s,5827.0,0.96,0.89
1491,Kepler-1050,Transit,,,18h51m42.00s,+48d37m35.0s,6010.0,1.09,1.13
1492,Kepler-1050,Transit,,,18h51m42.00s,+48d37m35.0s,6010.0,1.09,1.13
1493,Kepler-1051,Transit,,,19h40m37.95s,+40d53m55.9s,6675.0,1.43,1.73
1494,Kepler-1052,Transit,,,19h41m22.26s,+46d36m08.2s,5888.0,1.03,1.03
1495,Kepler-1053,Transit,,,19h25m40.47s,+39d07m38.7s,4529.0,0.74,0.69
1496,Kepler-1054,Transit,,,19h22m24.28s,+44d33m23.0s,6209.0,1.22,1.34
1497,Kepler-1055,Transit,,,19h21m56.83s,+44d55m57.4s,5723.0,0.98,0.94
1498,Kepler-1056,Transit,,,19h58m06.24s,+46d53m57.3s,6127.0,1.12,1.2
1499,Kepler-1057,Transit,,,19h49m48.52s,+41d33m29.2s,5987.0,1.07,1.1
1500,Kepler-1058,Transit,,,19h38m22.99s,+45d52m30.1s,4644.0,0.73,0.69
1501,Kepler-1059,Transit,,,19h16m52.85s,+41d42m23.3s,4906.0,0.75,0.72
1502,Kepler-106,Transit,,,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1503,Kepler-106,Transit,,3.28,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1504,Kepler-106,Transit,,,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1505,Kepler-106,Transit,,3.1,20h03m27.35s,+44d20m15.2s,5858.0,1.0,1.04
1506,Kepler-1060,Transit,,,19h04m06.05s,+39d37m51.3s,5797.0,0.99,0.99
1507,Kepler-1061,Transit,,,19h44m55.20s,+50d16m30.8s,6067.0,1.09,1.07
1508,Kepler-1062,Transit,,,18h55m35.86s,+41d13m17.8s,4597.0,0.75,0.7
1509,Kepler-1063,Transit,,,19h22m06.42s,+38d08m34.7s,5945.0,1.09,1.14
1510,Kepler-1064,Transit,,,19h26m57.99s,+37d41m20.2s,5153.0,0.85,0.79
1511,Kepler-1065,Transit,,,19h38m02.70s,+38d47m25.8s,5635.0,0.94,0.93
1512,Kepler-1065,Transit,,,19h38m02.70s,+38d47m25.8s,5635.0,0.94,0.93
1513,Kepler-1066,Transit,,,19h55m27.98s,+46d30m08.1s,5762.0,0.98,0.98
1514,Kepler-1067,Transit,,,19h01m32.98s,+45d02m56.6s,5592.0,0.95,0.93
1515,Kepler-1068,Transit,,,19h38m35.56s,+46d23m32.5s,5806.0,1.01,1.01
1516,Kepler-1069,Transit,,,19h23m55.04s,+47d59m20.4s,5722.0,0.99,0.98
1517,Kepler-107,Transit,89.05,5.3,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1518,Kepler-107,Transit,89.49,12.65,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1519,Kepler-107,Transit,87.55,33.1,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1520,Kepler-107,Transit,89.67,2.0,19h48m06.78s,+48d12m31.0s,5854.0,1.24,1.45
1521,Kepler-1070,Transit,,,19h32m46.89s,+49d18m59.4s,6261.0,1.21,1.32
1522,Kepler-1071,Transit,,,19h32m13.92s,+45d14m55.7s,5215.0,0.86,0.81
1523,Kepler-1072,Transit,,,19h28m10.65s,+46d19m44.5s,6199.0,1.2,1.32
1524,Kepler-1073,Transit,,,19h36m36.65s,+38d13m59.0s,5792.0,1.0,1.0
1525,Kepler-1073,Transit,,,19h36m36.65s,+38d13m59.0s,5792.0,1.0,1.0
1526,Kepler-1074,Transit,,,18h57m54.37s,+46d15m09.3s,4002.0,0.6,0.57
1527,Kepler-1075,Transit,,,19h10m00.28s,+47d28m09.4s,3959.0,0.56,0.54
1528,Kepler-1076,Transit,,,19h10m21.62s,+51d03m38.1s,4868.0,0.79,0.74
1529,Kepler-1077,Transit,,,19h24m08.07s,+42d16m04.3s,5816.0,1.02,1.02
1530,Kepler-1078,Transit,,,19h32m48.14s,+43d03m00.1s,5612.0,0.94,0.92
1531,Kepler-1079,Transit,,,19h58m11.88s,+45d46m11.1s,5758.0,1.08,1.36
1532,Kepler-108,Transit,,,19h38m14.20s,+46d03m44.4s,5854.0,,2.19
1533,Kepler-108,Transit,,,19h38m14.20s,+46d03m44.4s,5854.0,,2.19
1534,Kepler-1080,Transit,,,19h45m51.49s,+49d10m58.5s,5956.0,1.1,1.16
1535,Kepler-1081,Transit,,,19h17m46.68s,+41d19m03.9s,5345.0,0.88,0.84
1536,Kepler-1082,Transit,,,19h17m26.08s,+50d35m54.5s,5923.0,1.03,1.14
1537,Kepler-1083,Transit,,,18h52m38.87s,+45d11m53.9s,5049.0,0.81,0.77
1538,Kepler-1084,Transit,,,19h20m24.47s,+48d15m04.1s,6113.0,1.12,1.28
1539,Kepler-1085,Transit,,,19h09m54.64s,+46d08m28.3s,6000.0,1.11,1.14
1540,Kepler-1085,Transit,,,19h09m54.64s,+46d08m28.3s,6000.0,1.11,1.14
1541,Kepler-1086,Transit,,,19h41m00.28s,+45d50m34.7s,4350.0,0.7,0.66
1542,Kepler-1086,Transit,,,19h41m00.28s,+45d50m34.7s,4350.0,0.7,0.66
1543,Kepler-1087,Transit,,,19h39m54.92s,+46d00m20.4s,5589.0,0.96,0.94
1544,Kepler-1088,Transit,,,18h46m14.75s,+42d27m01.8s,5975.0,1.08,1.08
1545,Kepler-1089,Transit,,,19h24m22.26s,+49d11m24.2s,3753.0,0.52,0.49
1546,Kepler-109,Transit,,,19h21m34.25s,+40d17m05.5s,5952.0,1.04,1.32
1547,Kepler-109,Transit,,,19h21m34.25s,+40d17m05.5s,5952.0,1.04,1.32
1548,Kepler-1090,Transit,,,19h42m39.09s,+44d31m33.0s,5321.0,0.86,0.82
1549,Kepler-1091,Transit,,,19h59m08.51s,+43d40m14.7s,5851.0,1.01,1.03
1550,Kepler-1092,Transit,,,19h50m53.55s,+47d06m45.6s,5862.0,0.99,1.0
1551,Kepler-1093,Transit,,,18h59m54.72s,+41d25m12.6s,6166.0,1.13,1.2
1552,Kepler-1093,Transit,,,18h59m54.72s,+41d25m12.6s,6166.0,1.13,1.2
1553,Kepler-1094,Transit,,,19h29m12.30s,+38d16m01.3s,6112.0,1.14,1.21
1554,Kepler-1095,Transit,,,19h33m02.99s,+41d21m54.4s,5658.0,0.94,0.92
1555,Kepler-1096,Transit,,,19h38m50.25s,+45d58m10.2s,4306.0,0.66,0.63
1556,Kepler-1097,Transit,,,18h46m22.60s,+42d35m47.1s,5211.0,0.82,0.79
1557,Kepler-1098,Transit,,,19h42m00.65s,+43d13m58.1s,5794.0,0.99,0.99
1558,Kepler-1099,Transit,,,19h14m59.99s,+48d16m37.8s,5837.0,1.01,1.0
1559,Kepler-11,Transit,89.64,1.72,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1560,Kepler-11,Transit,89.59,0.66,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1561,Kepler-11,Transit,89.67,1.28,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1562,Kepler-11,Transit,88.89,0.58,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1563,Kepler-11,Transit,89.47,0.69,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1564,Kepler-11,Transit,89.87,4.0,19h48m27.63s,+41d54m32.9s,5663.0,0.96,1.06
1565,Kepler-110,Transit,,,19h31m42.99s,+48d36m10.1s,5960.0,,1.15
1566,Kepler-110,Transit,,,19h31m42.99s,+48d36m10.1s,5960.0,,1.15
1567,Kepler-1100,Transit,,,19h27m29.13s,+44d05m14.6s,6247.0,1.21,1.34
1568,Kepler-1101,Transit,,,19h38m16.65s,+45d40m16.5s,5614.0,0.94,0.91
1569,Kepler-1102,Transit,,,18h45m17.42s,+48d03m59.4s,5724.0,0.96,0.94
1570,Kepler-1103,Transit,,,19h09m31.70s,+49d27m08.6s,6092.0,1.11,1.15
1571,Kepler-1104,Transit,,,19h37m52.45s,+49d19m51.7s,6417.0,1.3,1.41
1572,Kepler-1105,Transit,,,18h44m26.82s,+42d27m17.8s,4299.0,0.71,0.68
1573,Kepler-1106,Transit,,,19h24m34.85s,+44d03m45.2s,6104.0,1.11,1.17
1574,Kepler-1107,Transit,,,19h24m11.98s,+39d08m30.0s,5268.0,0.86,0.82
1575,Kepler-1108,Transit,,,19h44m10.16s,+45d59m06.5s,5406.0,0.88,0.84
1576,Kepler-1109,Transit,,,19h26m35.10s,+39d23m47.8s,5893.0,1.05,1.06
1577,Kepler-111,Transit,,,19h26m36.76s,+44d41m17.8s,5952.0,,1.16
1578,Kepler-111,Transit,,,19h26m36.76s,+44d41m17.8s,5952.0,,1.16
1579,Kepler-1110,Transit,,,19h27m13.93s,+38d37m21.7s,4781.0,0.73,0.7
1580,Kepler-1111,Transit,,,19h41m51.21s,+45d48m45.9s,6077.0,1.1,1.15
1581,Kepler-1112,Transit,,,19h47m52.52s,+47d45m05.4s,6496.0,1.34,1.54
1582,Kepler-1113,Transit,,,19h17m37.61s,+39d20m19.8s,5931.0,1.12,1.17
